32.2337,-96.4661,0,5
30.5715,-97.4202,1,0
32.8982,-97.0404,0,0
31.3182,-95.4566,0,0
32.8982,-97.0404,0,0
31.4719,-100.448,1,2
32.8881,-97.0374,0,0
29.3566,-98.5311,0,1
27.6216,-97.6638,0,1
32.7059,-96.776,0,1
32.7678,-96.9038,0,0
31.0708,-97.743,0,0
30.9749,-94.264,0,2
29.5077,-95.4599,2,1
30.8602,-100.601,0,1
32.8982,-97.0404,0,0
31.1322,-97.7682,0,3
31.1195,-97.7255,1,0
31.1164,-97.6967,0,0
31.5901,-94.6139,0,2
32.8982,-97.0404,0,0
32.8982,-97.0404,0,0
32.8982,-97.0404,0,0
32.8982,-97.0404,0,0
32.8982,-97.0404,0,0
32.8982,-97.0404,0,0
30.4044,-97.7539,0,2
32.7113,-96.8569,1,0
32.8982,-97.0404,0,0
32.7922,-96.805,0,0
30.4073,-97.7143,1,0
32.8982,-97.0404,0,0
29.7604,-95.3698,2,0
32.8982,-97.0404,0,0
26.6389,-99.0931,0,0
30.2034,-97.2984,0,1
29.8893,-95.4141,0,1
32.3886,-94.903,0,2
31.442,-97.7147,1,1
29.6537,-95.4568,0,1
32.8982,-97.0404,0,0
33.1865,-101.376,0,1
32.8982,-97.0404,0,0
30.021,-95.432,0,0
32.8982,-97.0404,0,0
30.2665,-97.7372,2,0
32.8982,-97.0404,0,0
32.8982,-97.0404,0,0
32.8982,-97.0404,0,0
32.8982,-97.0404,0,0
32.8982,-97.0404,0,0
30.0167,-95.5317,2,0
30.2202,-97.7499,0,0
29.5296,-98.4111,0,1
25.9777,-97.5283,0,0
32.0228,-96.2642,0,1
29.9177,-95.4153,0,0
31.4526,-100.439,0,0
30.0751,-95.4897,0,1
32.858,-95.7636,0,1
32.3772,-94.1885,0,1
31.4889,-100.492,0,0
32.8982,-97.0404,0,0
32.8982,-97.0404,0,0
30.0588,-94.1156,1,3
32.8235,-97.1706,2,0
32.5235,-94.2606,0,2
32.8982,-97.0404,0,0
29.3602,-98.5539,0,2
27.5456,-99.4882,0,0
29.7188,-95.3711,0,0
32.6958,-96.7727,1,0
32.8881,-97.0374,0,0
27.4676,-99.4736,1,0
32.6468,-97.2258,0,0
30.0231,-95.4224,1,0
30.3335,-97.7058,0,0
31.133,-97.7944,16,4
32.8982,-97.0404,0,0
32.8982,-97.0404,0,0
31.7603,-97.1712,0,1
32.8982,-97.0404,0,0
29.8658,-95.487,0,0
32.7639,-96.6771,0,0
32.6633,-97.1099,1,0
32.7099,-94.7522,0,1
35.1468,-101.956,0,1
32.8881,-97.0374,0,0
30.4833,-94.9922,1,0
32.8881,-97.0374,0,0
32.8881,-97.0374,0,0
27.7584,-98.0518,0,0
32.8881,-97.0374,0,0
27.795,-97.3989,0,1
32.8982,-97.0404,0,0
26.3107,-98.3099,0,0
32.8982,-97.0404,0,0
30.0449,-95.3472,0,0
32.8982,-97.0404,0,0
32.8982,-97.0404,0,0
33.9524,-98.524,0,1
32.7648,-102.661,2,0
30.0235,-95.3169,1,0
32.8982,-97.0404,0,0
31.817,-94.8377,0,1
32.8982,-97.0404,0,0
29.8986,-95.3586,1,0
31.1195,-97.7255,0,1
29.5798,-98.3919,0,0
29.5649,-95.5915,0,0
32.6839,-97.2803,0,0
29.4049,-98.694,1,0
32.8982,-97.0404,0,0
30.2838,-97.7425,2,0
29.2083,-98.4786,0,1
29.5571,-98.615,0,1
29.469,-98.5285,1,0
30.8712,-96.6037,0,1
33.5855,-101.859,0,1
32.8982,-97.0404,0,0
31.0889,-97.7571,1,1
32.8982,-97.0404,0,0
32.5007,-94.7405,0,1
30.0225,-95.2988,1,0
31.5464,-97.1595,0,2
31.5473,-97.1548,0,0
32.8982,-97.0404,0,0
29.631,-95.5067,0,2
27.7468,-98.0609,0,1
32.8982,-97.0404,0,0
29.4924,-98.7066,0,1
29.3994,-98.6396,0,1
32.8982,-97.0404,0,0
30.6969,-95.4451,2,0
32.8881,-97.0374,0,0
30.1256,-94.1231,1,0
32.3241,-95.2959,0,1
33.9379,-98.5533,0,0
29.4103,-98.4249,3,1
30.6617,-96.3773,0,1
29.42,-98.5326,0,1
29.6859,-95.651,1,0
32.7586,-97.3973,0,3
32.8881,-97.0374,0,0
29.7603,-95.8052,0,2
32.8982,-97.0404,0,0
29.4665,-98.5189,0,0
32.8982,-97.0404,0,0
29.857,-95.5207,0,0
29.9456,-95.2948,1,1
32.3711,-94.183,1,0
31.1154,-97.7923,0,0
32.8982,-97.0404,0,0
32.6781,-97.3321,0,3
31.1144,-97.7934,1,0
32.5118,-94.8013,0,2
32.8982,-97.0404,0,0
31.9343,-106.591,0,0
32.8982,-97.0404,0,0
32.8982,-97.0404,0,0
32.4467,-99.7536,0,1
32.5737,-95.8648,0,0
32.8982,-97.0404,0,0
32.6635,-95.4881,0,1
29.7937,-95.1864,0,1
29.2551,-98.3992,0,1
30.9886,-97.3671,0,1
29.4358,-98.5191,1,1
29.5608,-95.1453,0,1
32.8982,-97.0404,0,0
32.8982,-97.0404,0,0
32.8982,-97.0404,0,0
29.8656,-95.5244,4,0
35.2103,-101.869,0,0
33.077,-94.6003,0,2
32.8881,-97.0374,0,0
29.3816,-98.4919,1,0
35.2048,-101.888,1,0
30.1451,-102.394,0,0
29.709,-101.293,0,0
32.6586,-96.8717,0,1
29.7099,-95.5454,0,1
29.4977,-98.8029,1,0
30.0151,-94.9374,0,1
32.8982,-97.0404,0,0
29.6371,-95.5651,0,1
30.6229,-95.1241,0,2
32.8982,-97.0404,0,0
32.8982,-97.0404,0,0
33.7915,-96.7745,0,1
32.5069,-94.7305,0,0
30.0405,-95.4424,1,6
29.8322,-95.3945,0,1
32.8982,-97.0404,0,0
32.8982,-97.0404,0,0
32.8982,-97.0404,0,0
30.364,-97.7903,0,2
35.2092,-101.87,1,0
35.213,-101.874,0,0
31.1218,-97.5318,0,1
31.8331,-102.535,1,0
32.3682,-95.3425,0,0
32.9092,-96.7245,0,1
30.1811,-93.9014,0,0
30.0442,-94.1147,1,0
32.8982,-97.0404,0,0
32.8982,-97.0404,0,0
32.9397,-102.574,1,0
33.1045,-94.0511,0,1
32.4573,-97.3245,1,1
32.8982,-97.0404,0,0
29.518,-98.4502,0,1
30.6803,-96.3868,0,1
32.6865,-96.7828,1,3
32.8982,-97.0404,0,0
30.0195,-95.3757,7,0
35.1773,-101.871,1,0
29.6895,-95.5575,2,0
32.8982,-97.0404,0,0
35.2089,-101.848,0,0
30.0129,-95.4532,0,0
32.2408,-101.466,0,1
32.8982,-97.0404,0,0
29.3975,-94.9198,1,0
29.3307,-98.5412,0,1
32.8982,-97.0404,0,0
33.1419,-96.7694,0,2
29.5608,-95.2805,1,0
32.8982,-97.0404,0,0
26.3096,-97.9974,0,1
32.8982,-97.0404,0,0
32.8982,-97.0404,0,0
29.9356,-95.2458,0,0
29.7264,-98.8705,1,0
31.7591,-106.48,0,0
26.8264,-97.7509,1,1
32.3624,-94.8624,1,0
29.8786,-95.654,0,1
32.8982,-97.0404,0,0
29.405,-98.6229,0,1
32.8982,-97.0404,0,0
25.9298,-97.5123,0,0
30.7012,-98.2208,0,2
25.9298,-97.5123,0,0
30.0826,-94.7032,0,0
32.5298,-99.7603,0,1
31.0567,-97.7415,0,1
32.8881,-97.0374,0,0
32.8881,-97.0374,0,0
32.8881,-97.0374,0,0
30.0096,-95.4591,0,0
32.0225,-102.099,0,0
32.8982,-97.0404,0,0
31.1251,-97.7287,0,0
29.9365,-95.4592,0,0
32.8982,-97.0404,0,0
29.6434,-95.2528,0,1
29.6656,-95.1902,0,0
32.8982,-97.0404,0,0
27.6783,-97.2762,1,3
29.94,-95.284,0,1
32.8982,-97.0404,0,0
30.3834,-95.6533,0,0
29.7701,-94.9523,0,0
29.892,-97.9405,1,0
29.6632,-95.3327,0,1
30.5974,-96.3069,0,0
31.0842,-97.6445,0,0
32.8982,-97.0404,0,0
30.0584,-95.7342,1,0
29.5407,-95.1445,0,1
32.8982,-97.0404,0,0
32.8881,-97.0374,0,0
31.1293,-97.4659,0,1
31.1195,-97.7255,1,0
29.621,-95.4375,0,0
29.6114,-95.405,0,1
26.1844,-98.2413,0,0
32.8982,-97.0404,0,0
30.5402,-97.6464,0,1
29.6456,-95.5051,0,2
32.8982,-97.0404,0,0
29.8165,-94.1514,1,0
32.8982,-97.0404,0,0
32.8982,-97.0404,0,0
29.7702,-95.5333,0,0
27.7608,-97.4245,0,1
25.9298,-97.5123,0,0
32.8982,-97.0404,0,0
32.8982,-97.0404,0,0
32.3495,-95.2963,1,0
